Preprocessing,Model,Train Size,Test Size,Validation Size,Overall Accuracy,Class 0 Accuracy,Class 1 Accuracy,Class 2 Accuracy,Recall,Precision,Kappa,F1 Score,Train Time
7days_ln_pheno_peak,lstm,320000,40000,40000,0.932375,0.9415172413793104,0.948170307499652,0.9000539277368327,0.9299138255385984,0.9313656937425816,0.8977837883429424,0.932375,135.45097255706787
7days_ln_pheno_peak,RF,320000,40000,40000,0.936725,0.9473576542788952,0.9410557599773564,0.9173435686869588,0.9352523276477368,0.935636660850214,0.9044468424452952,0.936725,181.60243105888367
7days_ln_pheno_peak,rnn,320000,40000,40000,0.936625,0.9489071038251368,0.9530130636325328,0.899478511059162,0.9337995595056104,0.93545643172976,0.9041881332335252,0.936625,161.63460755348206
7days_ln_pheno_peak,transformer,320000,40000,40000,0.947625,0.958844073135657,0.9573673455006696,0.9206674995538104,0.9456263060633788,0.9460757421467608,0.9209096665122016,0.947625,1078.5332419872284
raw,atbi-rnn,320000,40000,40000,0.931475,0.946381601133068,0.9460078768349444,0.8936473947180585,0.9286789575620236,0.9303313329543466,0.8964261645933119,0.931475,210.1351501941681
raw,gru,320000,40000,40000,0.93005,0.9497260273972604,0.944303440496334,0.8864122681883024,0.9268139120272988,0.9293196428741124,0.8942627928605089,0.93005,92.923593044281
raw,lstm,320000,40000,40000,0.9206,0.943469387755102,0.9351409204423832,0.8727514399645547,0.91712058272068,0.9205838975997755,0.8799571404280865,0.9206,93.78690671920776
raw,RF,320000,40000,40000,0.9365,0.948147142663228,0.9377053864837834,0.9197728079517216,0.9352084456995776,0.9352634270762294,0.904149688842248,0.9365,142.62667512893677
raw,rnn,320000,40000,40000,0.935325,0.9528958060739618,0.9516808222111198,0.8930938262992675,0.9325568181947832,0.9346877870953706,0.9023897573855916,0.935325,108.52940773963928
raw,transformer,320000,40000,40000,0.946475,0.9550531374805388,0.9568263854483686,0.9218778158226708,0.9445857795838594,0.9447173989851408,0.9191225950696612,0.946475,420.70094633102417
raw_whi,atbi-rnn,320000,40000,40000,0.930525,0.941522870446453,0.9428470254957508,0.9008513657325292,0.9284070872249108,0.9298965830116698,0.8950704057754276,0.930525,211.06338000297544
raw_whi,gru,320000,40000,40000,0.923625,0.9376997891586752,0.9394394394394394,0.8857749093802493,0.9209713793261212,0.9234698199590624,0.8845999745423011,0.923625,96.0250599384308
raw_whi,lstm,320000,40000,40000,0.918425,0.9285811919081464,0.9295364050056882,0.8914543524416136,0.9165239831184828,0.9187032479012324,0.8767736884853347,0.918425,93.57715487480164
raw_whi,RF,320000,40000,40000,0.93255,0.9435281341206816,0.9323276168789584,0.9184055644729802,0.9314204384908734,0.9317987161854416,0.898141616732408,0.93255,181.68336629867557
